"ID","SEX","D.O.B","MONITOR.START.YEAR","MONITOR.START.YR","MONITOR.END.YEAR","MONITOR.END.YR","AGE.START.MONTHS","AGE.CLASS.START","CATEGORY.START","AGE.DEATH.MONTHS","AGE.MONTHS","AGE.CLASS.DEATH","CATEGORY.DEATH","FATE","CENSUS.STATUS","AGE.MET"
172,"FEMALE","01/09/1979","01/09/1979",1979,"01/11/1982",1982,0,"CUB","FEMALE_CUB",38,12,"ADULT_36_48","FEMALE_ADULT_36_48","MORTALITY",1,0
173,"FEMALE","01/09/1979","01/09/1979",1979,"01/06/1984",1984,0,"CUB","FEMALE_CUB",57,12,"ADULT_48_60","FEMALE_ADULT_48_60","CENSORED",0,0
174,"MALE","01/08/1981","01/08/1981",1981,"01/03/1983",1983,0,"CUB","MALE_CUB",19,12,"JUVENILE","MALE_JUVENILE","CENSORED",0,0
175,"FEMALE","01/08/1981","01/08/1981",1981,"01/06/1988",1988,0,"CUB","FEMALE_CUB",82,12,"ADULT_72_84","FEMALE_ADULT_72_84","MORTALITY",1,0
176,NA,"01/01/1983","01/01/1983",1983,"01/04/1983",1983,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1
177,NA,"01/01/1983","01/01/1983",1983,"01/04/1983",1983,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1
178,"FEMALE","01/01/1983","01/01/1983",1983,"01/02/1984",1984,0,"CUB","FEMALE_CUB",13,12,"JUVENILE","FEMALE_JUVENILE","CENSORED",0,0
179,"MALE","01/04/1984","01/04/1984",1984,"01/12/1985",1985,0,"CUB","MALE_CUB",20,12,"JUVENILE","MALE_JUVENILE","MORTALITY",1,0
180,"FEMALE","01/04/1984","01/04/1984",1984,"01/11/2000",2000,0,"CUB","FEMALE_CUB",199,12,"ADULT_84","FEMALE_ADULT_84","MORTALITY",1,0
181,"MALE","01/10/1985","01/10/1985",1985,"01/12/1986",1986,0,"CUB","MALE_CUB",14,12,"JUVENILE","MALE_JUVENILE","CENSORED",0,0
182,"FEMALE","01/10/1985","01/10/1985",1985,"01/04/1991",1991,0,"CUB","FEMALE_CUB",66,12,"ADULT_60_72","FEMALE_ADULT_60_72","MORTALITY",1,0
183,NA,"01/01/1987","01/01/1987",1987,"01/02/1987",1987,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
184,NA,"01/01/1987","01/01/1987",1987,"01/02/1987",1987,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
185,"MALE","01/06/1987","01/06/1987",1987,"01/06/1990",1990,0,"CUB","MALE_CUB",36,12,"SUBADULT","MALE_SUBADULT","CENSORED",0,0
186,NA,"01/08/1988","01/08/1988",1988,"01/12/1988",1988,0,"CUB","NA_CUB",4,4,"CUB","NA_CUB","MORTALITY",1,1
187,"FEMALE","01/08/1988","01/08/1988",1988,"01/06/1993",1993,0,"CUB","FEMALE_CUB",58,12,"ADULT_48_60","FEMALE_ADULT_48_60","MORTALITY",1,0
188,"MALE","01/10/1989","01/10/1989",1989,"01/03/1991",1991,0,"CUB","MALE_CUB",17,12,"JUVENILE","MALE_JUVENILE","CENSORED",0,0
189,NA,"01/11/2001","01/11/2001",2001,"01/01/2002",2002,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
190,NA,"01/11/2001","01/11/2001",2001,"01/01/2002",2002,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
191,"MALE","01/04/2002","01/04/2002",2002,"01/08/2002",2002,0,"CUB","MALE_CUB",4,4,"CUB","MALE_CUB","MORTALITY",1,1
192,"FEMALE","01/04/2002","01/04/2002",2002,"01/12/2004",2004,0,"CUB","FEMALE_CUB",32,12,"SUBADULT","FEMALE_SUBADULT","MORTALITY",1,0
193,NA,"01/06/2004","01/06/2004",2004,"01/10/2004",2004,0,"CUB","NA_CUB",4,4,"CUB","NA_CUB","MORTALITY",1,1
194,NA,"01/06/2004","01/06/2004",2004,"01/10/2004",2004,0,"CUB","NA_CUB",4,4,"CUB","NA_CUB","MORTALITY",1,1
195,NA,"01/11/2005","01/11/2005",2005,"01/12/2005",2005,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
196,NA,"01/11/2005","01/11/2005",2005,"01/02/2006",2006,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1
197,"MALE","01/04/2006","01/04/2006",2006,"01/11/2006",2006,0,"CUB","MALE_CUB",7,7,"CUB","MALE_CUB","MORTALITY",1,1
198,"MALE","01/04/2006","01/04/2006",2006,"01/02/2013",2013,0,"CUB","MALE_CUB",82,12,"ADULT_72_84","MALE_ADULT_72_84","CENSORED",0,0
199,"MALE","01/09/2008","01/09/2008",2008,"01/01/2015",2015,0,"CUB","MALE_CUB",76,12,"ADULT_72_84","MALE_ADULT_72_84","CENSORED",0,0
200,"MALE","01/09/2008","01/09/2008",2008,"01/01/2015",2015,0,"CUB","MALE_CUB",76,12,"ADULT_72_84","MALE_ADULT_72_84","CENSORED",0,0
201,NA,"01/01/2011","01/01/2011",2011,"01/03/2011",2011,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
202,NA,"01/01/2011","01/01/2011",2011,"01/03/2011",2011,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
203,NA,"01/09/2012","01/09/2012",2012,"01/10/2012",2012,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
204,"MALE","01/06/2013","01/06/2013",2013,"01/11/2013",2013,0,"CUB","MALE_CUB",5,5,"CUB","MALE_CUB","MORTALITY",1,1
205,"MALE","01/06/2013","01/06/2013",2013,"01/01/2015",2015,0,"CUB","MALE_CUB",19,12,"JUVENILE","MALE_JUVENILE","CENSORED",0,0
206,NA,"01/05/2014","01/05/2014",2014,"01/08/2014",2014,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1
207,NA,"01/05/2014","01/05/2014",2014,"01/08/2014",2014,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1
208,NA,"01/12/1997","01/12/1997",1997,"01/02/1998",1998,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
209,"FEMALE","01/12/1997","01/12/1997",1997,"01/07/2013",2013,0,"CUB","FEMALE_CUB",187,12,"ADULT_84","FEMALE_ADULT_84","MORTALITY",1,0
210,"MALE","01/10/1999","01/10/1999",1999,"01/01/2000",2000,0,"CUB","MALE_CUB",3,3,"CUB","MALE_CUB","MORTALITY",1,1
211,"FEMALE","01/10/1999","01/10/1999",1999,"01/06/2002",2002,0,"CUB","FEMALE_CUB",32,12,"SUBADULT","FEMALE_SUBADULT","CENSORED",0,0
212,"FEMALE","01/10/1999","01/10/1999",1999,"01/05/2013",2013,0,"CUB","FEMALE_CUB",163,12,"ADULT_84","FEMALE_ADULT_84","MORTALITY",1,0
213,"MALE","01/11/2001","01/11/2001",2001,"01/08/2002",2002,0,"CUB","MALE_CUB",9,9,"CUB","MALE_CUB","MORTALITY",1,1
214,"FEMALE","01/11/2001","01/11/2001",2001,"01/08/2003",2003,0,"CUB","FEMALE_CUB",21,12,"JUVENILE","FEMALE_JUVENILE","MORTALITY",1,0
215,"FEMALE","01/11/2001","01/11/2001",2001,"01/01/2015",2015,0,"CUB","FEMALE_CUB",158,12,"ADULT_84","FEMALE_ADULT_84","CENSORED",0,0
216,NA,"01/10/2004","01/10/2004",2004,"01/11/2004",2004,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
217,NA,"01/10/2004","01/10/2004",2004,"01/11/2004",2004,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
218,NA,"01/02/2005","01/02/2005",2005,"01/06/2005",2005,0,"CUB","NA_CUB",4,4,"CUB","NA_CUB","MORTALITY",1,1
219,NA,"01/02/2005","01/02/2005",2005,"01/06/2005",2005,0,"CUB","NA_CUB",4,4,"CUB","NA_CUB","MORTALITY",1,1
220,NA,"01/02/2005","01/02/2005",2005,"01/06/2005",2005,0,"CUB","NA_CUB",4,4,"CUB","NA_CUB","MORTALITY",1,1
221,NA,"01/11/2005","01/11/2005",2005,"01/03/2006",2006,0,"CUB","NA_CUB",4,4,"CUB","NA_CUB","MORTALITY",1,1
222,"MALE","01/11/2005","01/11/2005",2005,"01/11/2008",2008,0,"CUB","MALE_CUB",36,12,"SUBADULT","MALE_SUBADULT","CENSORED",0,0
223,NA,"01/10/2007","01/10/2007",2007,"01/06/2008",2008,0,"CUB","NA_CUB",8,8,"CUB","NA_CUB","MORTALITY",1,1
224,"FEMALE","01/10/2007","01/10/2007",2007,"01/01/2015",2015,0,"CUB","FEMALE_CUB",87,12,"ADULT_84","FEMALE_ADULT_84","CENSORED",0,0
225,"FEMALE","01/11/1998","01/11/1998",1998,"01/03/2002",2002,0,"CUB","FEMALE_CUB",40,12,"ADULT_36_48","FEMALE_ADULT_36_48","MORTALITY",1,0
226,"FEMALE","01/11/1998","01/11/1998",1998,"01/01/2015",2015,0,"CUB","FEMALE_CUB",194,12,"ADULT_84","FEMALE_ADULT_84","CENSORED",0,0
227,NA,"01/10/2001","01/10/2001",2001,"01/12/2001",2001,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
228,NA,"01/10/2001","01/10/2001",2001,"01/12/2001",2001,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
229,"FEMALE","01/11/2002","01/11/2002",2002,"01/01/2003",2003,0,"CUB","FEMALE_CUB",2,2,"CUB","FEMALE_CUB","MORTALITY",1,1
230,NA,"01/09/2003","01/09/2003",2003,"01/02/2004",2004,0,"CUB","NA_CUB",5,5,"CUB","NA_CUB","MORTALITY",1,1
231,NA,"01/09/2003","01/09/2003",2003,"01/02/2004",2004,0,"CUB","NA_CUB",5,5,"CUB","NA_CUB","MORTALITY",1,1
232,NA,"01/03/2005","01/03/2005",2005,"01/06/2005",2005,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1
233,NA,"01/03/2005","01/03/2005",2005,"01/06/2005",2005,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1
234,NA,"01/06/2006","01/06/2006",2006,"01/09/2006",2006,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1
235,"FEMALE","01/06/2006","01/06/2006",2006,"01/01/2008",2008,0,"CUB","FEMALE_CUB",19,12,"JUVENILE","FEMALE_JUVENILE","CENSORED",0,0
236,NA,"01/11/2008","01/11/2008",2008,"01/12/2008",2008,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
237,NA,"01/11/2008","01/11/2008",2008,"01/12/2008",2008,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
238,NA,"01/01/2010","01/01/2010",2010,"01/02/2010",2010,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
239,NA,"01/01/2010","01/01/2010",2010,"01/02/2010",2010,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
240,NA,"01/03/2013","01/03/2013",2013,"01/04/2013",2013,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
241,NA,"01/03/2013","01/03/2013",2013,"01/04/2013",2013,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
242,NA,"01/09/2013","01/09/2013",2013,"01/01/2015",2015,0,"CUB","NA_CUB",16,12,"JUVENILE","NA_JUVENILE","CENSORED",0,0
243,NA,"01/09/2013","01/09/2013",2013,"01/01/2015",2015,0,"CUB","NA_CUB",16,12,"JUVENILE","NA_JUVENILE","CENSORED",0,0
244,NA,"01/02/2007","01/02/2007",2007,"01/04/2007",2007,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
245,NA,"01/02/2007","01/02/2007",2007,"01/04/2007",2007,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
246,"FEMALE","01/04/2008","01/04/2008",2008,"01/11/2008",2008,0,"CUB","FEMALE_CUB",7,7,"CUB","FEMALE_CUB","MORTALITY",1,1
247,"FEMALE","01/04/2008","01/04/2008",2008,"01/10/2010",2010,0,"CUB","FEMALE_CUB",30,12,"SUBADULT","FEMALE_SUBADULT","MORTALITY",1,0
248,"MALE","01/07/2009","01/07/2009",2009,"01/02/2012",2012,0,"CUB","MALE_CUB",31,12,"SUBADULT","MALE_SUBADULT","CENSORED",0,0
249,"FEMALE","01/07/2009","01/07/2009",2009,"01/01/2015",2015,0,"CUB","FEMALE_CUB",66,12,"ADULT_60_72","FEMALE_ADULT_60_72","CENSORED",0,0
250,"MALE","01/07/2009","01/07/2009",2009,"01/01/2015",2015,0,"CUB","MALE_CUB",66,12,"ADULT_60_72","MALE_ADULT_60_72","CENSORED",0,0
251,"MALE","01/01/2009","01/01/2009",2009,"01/09/2009",2009,0,"CUB","MALE_CUB",8,8,"CUB","MALE_CUB","MORTALITY",1,1
252,"MALE","01/01/2009","01/01/2009",2009,"01/11/2009",2009,0,"CUB","MALE_CUB",10,10,"CUB","MALE_CUB","MORTALITY",1,1
253,NA,"01/09/2010","01/09/2010",2010,"01/12/2010",2010,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1
254,"FEMALE","01/09/2010","01/09/2010",2010,"01/02/2012",2012,0,"CUB","FEMALE_CUB",17,12,"JUVENILE","FEMALE_JUVENILE","CENSORED",0,0
255,NA,"01/05/2012","01/05/2012",2012,"01/06/2012",2012,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
256,NA,"01/05/2012","01/05/2012",2012,"01/06/2012",2012,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
257,NA,"01/01/2013","01/01/2013",2013,"01/04/2013",2013,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1
258,"FEMALE","01/01/2013","01/01/2013",2013,"01/07/2013",2013,0,"CUB","FEMALE_CUB",6,6,"CUB","FEMALE_CUB","MORTALITY",1,1
259,NA,"01/01/2014","01/01/2014",2014,"01/02/2014",2014,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
260,NA,"01/01/2014","01/01/2014",2014,"02/02/2014",2014,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
261,"FEMALE","01/06/2014","01/06/2014",2014,"01/11/2014",2014,0,"CUB","FEMALE_CUB",5,5,"CUB","FEMALE_CUB","MORTALITY",1,1
262,"MALE","01/06/2014","01/06/2014",2014,"01/01/2015",2015,0,"CUB","MALE_CUB",7,7,"CUB","MALE_CUB","CENSORED",0,1
263,NA,"01/07/2005","01/07/2005",2005,"01/08/2005",2005,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
264,NA,"01/07/2005","01/07/2005",2005,"01/08/2005",2005,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
265,"FEMALE","01/03/2006","01/03/2006",2006,"01/06/2006",2006,0,"CUB","FEMALE_CUB",3,3,"CUB","FEMALE_CUB","MORTALITY",1,1
266,"MALE","01/03/2006","01/03/2006",2006,"01/11/2008",2008,0,"CUB","MALE_CUB",32,12,"SUBADULT","MALE_SUBADULT","CENSORED",0,0
267,"FEMALE","01/12/2007","01/12/2007",2007,"01/04/2008",2008,0,"CUB","FEMALE_CUB",4,4,"CUB","FEMALE_CUB","MORTALITY",1,1
268,"MALE","01/12/2007","01/12/2007",2007,"01/02/2012",2012,0,"CUB","MALE_CUB",50,12,"ADULT_48_60","MALE_ADULT_48_60","CENSORED",0,0
269,"MALE","01/04/2009","01/04/2009",2009,"01/06/2010",2010,0,"CUB","MALE_CUB",14,12,"JUVENILE","MALE_JUVENILE","MORTALITY",1,0
270,"MALE","01/04/2009","01/04/2009",2009,"01/02/2011",2011,0,"CUB","MALE_CUB",22,12,"JUVENILE","MALE_JUVENILE","CENSORED",0,0
271,"MALE","01/01/2011","01/01/2011",2011,"01/02/2011",2011,0,"CUB","MALE_CUB",1,1,"CUB","MALE_CUB","MORTALITY",1,1
272,"MALE","01/01/2011","01/01/2011",2011,"01/06/2011",2011,0,"CUB","MALE_CUB",5,5,"CUB","MALE_CUB","MORTALITY",1,1
273,"FEMALE","01/01/2011","01/01/2011",2011,"01/10/2011",2011,0,"CUB","FEMALE_CUB",9,9,"CUB","FEMALE_CUB","MORTALITY",1,1
274,NA,"01/02/2012","01/02/2012",2012,"01/03/2012",2012,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
275,"MALE","01/02/2012","01/02/2012",2012,"01/09/2012",2012,0,"CUB","MALE_CUB",7,7,"CUB","MALE_CUB","MORTALITY",1,1
276,"MALE","01/02/2012","01/02/2012",2012,"01/01/2015",2015,0,"CUB","MALE_CUB",35,12,"SUBADULT","MALE_SUBADULT","CENSORED",0,0
277,"FEMALE","01/05/2006","01/05/2006",2006,"01/03/2012",2012,0,"CUB","FEMALE_CUB",70,12,"ADULT_60_72","FEMALE_ADULT_60_72","MORTALITY",1,0
278,NA,"01/12/2008","01/12/2008",2008,"01/03/2009",2009,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1
279,"MALE","01/12/2008","01/12/2008",2008,"01/11/2010",2010,0,"CUB","MALE_CUB",23,12,"JUVENILE","MALE_JUVENILE","CENSORED",0,0
280,"MALE","01/04/2011","01/04/2011",2011,"01/10/2013",2013,0,"CUB","MALE_CUB",30,12,"SUBADULT","MALE_SUBADULT","CENSORED",0,0
281,"FEMALE","01/12/2012","01/12/2012",2012,"01/01/2015",2015,0,"CUB","FEMALE_CUB",25,12,"SUBADULT","FEMALE_SUBADULT","CENSORED",0,0
282,NA,"01/07/1989","01/07/1989",1989,"01/09/1989",1989,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
283,NA,"01/07/1989","01/07/1989",1989,"01/09/1989",1989,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
284,NA,"01/04/1990","01/04/1990",1990,"01/07/1990",1990,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1
285,"FEMALE","01/04/1990","01/04/1990",1990,"01/06/1991",1991,0,"CUB","FEMALE_CUB",14,12,"JUVENILE","FEMALE_JUVENILE","CENSORED",0,0
286,"MALE","01/10/1997","01/10/1997",1997,"01/10/1999",1999,0,"CUB","MALE_CUB",24,12,"JUVENILE","MALE_JUVENILE","CENSORED",0,0
287,"MALE","01/10/1997","01/10/1997",1997,"01/10/1999",1999,0,"CUB","MALE_CUB",24,12,"JUVENILE","MALE_JUVENILE","CENSORED",0,0
288,NA,"01/02/2000","01/02/2000",2000,"01/04/2000",2000,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
289,NA,"01/02/2000","01/02/2000",2000,"01/04/2000",2000,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
290,"MALE","01/01/2001","01/01/2001",2001,"01/11/2003",2003,0,"CUB","MALE_CUB",34,12,"SUBADULT","MALE_SUBADULT","MORTALITY",1,0
291,"MALE","01/01/2001","01/01/2001",2001,"01/11/2003",2003,0,"CUB","MALE_CUB",34,12,"SUBADULT","MALE_SUBADULT","MORTALITY",1,0
292,"FEMALE","01/03/2004","01/03/2004",2004,"01/03/2006",2006,0,"CUB","FEMALE_CUB",24,12,"JUVENILE","FEMALE_JUVENILE","MORTALITY",1,0
293,"FEMALE","01/03/2004","01/03/2004",2004,"01/01/2015",2015,0,"CUB","FEMALE_CUB",130,12,"ADULT_84","FEMALE_ADULT_84","CENSORED",0,0
294,"FEMALE","01/12/2005","01/12/2005",2005,"01/12/2006",2006,0,"CUB","FEMALE_CUB",12,12,"CUB","FEMALE_CUB","MORTALITY",1,1
295,"MALE","01/12/2005","01/12/2005",2005,"01/01/2010",2010,0,"CUB","MALE_CUB",49,12,"ADULT_48_60","MALE_ADULT_48_60","CENSORED",0,0
296,NA,"01/12/2008","01/12/2008",2008,"01/02/2009",2009,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
297,NA,"01/12/2008","01/12/2008",2008,"01/02/2009",2009,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
298,NA,"01/10/2008","01/10/2008",2008,"01/11/2008",2008,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
299,NA,"01/10/2008","01/10/2008",2008,"01/11/2008",2008,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
300,"MALE","01/04/2009","01/04/2009",2009,"01/02/2011",2011,0,"CUB","MALE_CUB",22,12,"JUVENILE","MALE_JUVENILE","CENSORED",0,0
301,"FEMALE","01/04/2009","01/04/2009",2009,"01/01/2015",2015,0,"CUB","FEMALE_CUB",69,12,"ADULT_60_72","FEMALE_ADULT_60_72","CENSORED",0,0
302,NA,"01/02/2011","01/02/2011",2011,"01/06/2011",2011,0,"CUB","NA_CUB",4,4,"CUB","NA_CUB","MORTALITY",1,1
303,NA,"01/02/2011","01/02/2011",2011,"01/06/2011",2011,0,"CUB","NA_CUB",4,4,"CUB","NA_CUB","MORTALITY",1,1
304,NA,"01/11/2011","01/11/2011",2011,"01/12/2011",2011,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
305,NA,"01/11/2011","01/11/2011",2011,"01/12/2011",2011,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
306,NA,"01/06/2012","01/06/2012",2012,"01/08/2012",2012,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
307,"FEMALE","01/06/2012","01/06/2012",2012,"01/06/2013",2013,0,"CUB","FEMALE_CUB",12,12,"CUB","FEMALE_CUB","MORTALITY",1,1
308,NA,"01/03/2014","01/03/2014",2014,"01/06/2014",2014,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1
309,NA,"01/03/2014","01/03/2014",2014,"01/06/2014",2014,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1
310,NA,"01/11/2014","01/11/2014",2014,"01/01/2015",2015,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
311,"MALE","01/06/2000","01/06/2000",2000,"01/12/2001",2001,0,"CUB","MALE_CUB",18,12,"JUVENILE","MALE_JUVENILE","CENSORED",0,0
312,"MALE","01/06/2000","01/06/2000",2000,"01/12/2001",2001,0,"CUB","MALE_CUB",18,12,"JUVENILE","MALE_JUVENILE","CENSORED",0,0
313,"FEMALE","01/01/2003","01/01/2003",2003,"01/06/2011",2011,0,"CUB","FEMALE_CUB",101,12,"ADULT_84","FEMALE_ADULT_84","MORTALITY",1,0
314,NA,"01/12/2004","01/12/2004",2004,"01/01/2005",2005,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
315,NA,"01/12/2004","01/12/2004",2004,"01/01/2005",2005,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
316,NA,"01/04/2005","01/04/2005",2005,"01/07/2005",2005,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1
317,"FEMALE","01/04/2005","01/04/2005",2005,"01/01/2015",2015,0,"CUB","FEMALE_CUB",117,12,"ADULT_84","FEMALE_ADULT_84","CENSORED",0,0
318,NA,"01/12/2006","01/12/2006",2006,"01/02/2007",2007,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
319,NA,"01/12/2006","01/12/2006",2006,"01/07/2007",2007,0,"CUB","NA_CUB",7,7,"CUB","NA_CUB","MORTALITY",1,1
320,"FEMALE","01/12/2012","01/12/2012",2012,"01/01/2015",2015,0,"CUB","FEMALE_CUB",25,12,"SUBADULT","FEMALE_SUBADULT","CENSORED",0,0
321,"FEMALE","01/08/2014","01/08/2014",2014,"01/01/2015",2015,0,"CUB","FEMALE_CUB",5,5,"CUB","FEMALE_CUB","CENSORED",0,1
322,"MALE","01/08/2014","01/08/2014",2014,"01/01/2015",2015,0,"CUB","MALE_CUB",5,5,"CUB","MALE_CUB","CENSORED",0,1
323,NA,"01/10/2010","01/10/2010",2010,"01/12/2010",2010,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
324,NA,"01/10/2010","01/10/2010",2010,"01/04/2011",2011,0,"CUB","NA_CUB",6,6,"CUB","NA_CUB","MORTALITY",1,1
325,NA,"01/01/2012","01/01/2012",2012,"01/02/2012",2012,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
326,NA,"01/01/2012","01/01/2012",2012,"01/02/2012",2012,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
327,"FEMALE","01/10/2012","01/10/2012",2012,"01/06/2013",2013,0,"CUB","FEMALE_CUB",8,8,"CUB","FEMALE_CUB","MORTALITY",1,1
328,"FEMALE","01/10/2012","01/10/2012",2012,"01/06/2013",2013,0,"CUB","FEMALE_CUB",8,8,"CUB","FEMALE_CUB","MORTALITY",1,1
329,NA,"01/11/2013","01/11/2013",2013,"01/04/2014",2014,0,"CUB","NA_CUB",5,5,"CUB","NA_CUB","MORTALITY",1,1
330,NA,"01/11/2013","01/11/2013",2013,"01/05/2014",2014,0,"CUB","NA_CUB",6,6,"CUB","NA_CUB","MORTALITY",1,1
331,NA,"01/09/2014","01/09/2014",2014,"01/11/2014",2014,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
332,"MALE","01/09/2014","01/09/2014",2014,"01/01/2015",2015,0,"CUB","MALE_CUB",4,4,"CUB","MALE_CUB","CENSORED",0,1
333,NA,"01/08/2002","01/08/2002",2002,"01/10/2002",2002,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
334,NA,"01/08/2002","01/08/2002",2002,"01/10/2002",2002,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1
335,NA,"01/04/2003","01/04/2003",2003,"01/05/2003",2003,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
336,NA,"01/04/2003","01/04/2003",2003,"01/05/2003",2003,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1
337,"MALE","01/12/2003","01/12/2003",2003,"01/02/2004",2004,0,"CUB","MALE_CUB",2,2,"CUB","MALE_CUB","MORTALITY",1,1
338,"FEMALE","01/12/2003","01/12/2003",2003,"01/07/2010",2010,0,"CUB","FEMALE_CUB",79,12,"ADULT_72_84","FEMALE_ADULT_72_84","MORTALITY",1,0
339,"MALE","01/12/2003","01/12/2003",2003,"01/12/2010",2010,0,"CUB","MALE_CUB",84,12,"ADULT_72_84","MALE_ADULT_72_84","MORTALITY",1,0
340,NA,"01/09/2005","01/09/2005",2005,"01/12/2005",2005,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1
341,"FEMALE","01/09/2005","01/09/2005",2005,"01/11/2007",2007,0,"CUB","FEMALE_CUB",26,12,"SUBADULT","FEMALE_SUBADULT","CENSORED",0,0
342,"FEMALE","01/09/2005","01/09/2005",2005,"01/01/2015",2015,0,"CUB","FEMALE_CUB",112,12,"ADULT_84","FEMALE_ADULT_84","CENSORED",0,0
343,"FEMALE","01/02/2008","01/02/2008",2008,"01/03/2008",2008,0,"CUB","FEMALE_CUB",1,1,"CUB","FEMALE_CUB","MORTALITY",1,1
